Period,Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2019-2020,428,514,-1,50.86982451,0,Pocillopora,dead,none
2019-2020,895,515,-1,21.75564822,0,Pocillopora,dead,none
2019-2020,442,519,-1,268.9550898,0,Pocillopora,dead,none
2019-2020,752,521,-1,119.8826865,0,Pocillopora_dead,dead,none
2019-2020,897,526,-1,78.93087812,0,Pocillopora_dead,dead,none
2019-2020,898,528,-1,34.08651501,0,Pocillopora,dead,none
2019-2020,455,529,-1,21.67122066,0,Pocillopora,dead,none
2019-2020,757,531,-1,37.3303106,0,Pocillopora_dead,dead,none
2019-2020,462,542,-1,43.7245871,0,Pocillopora,dead,none
2019-2020,444,545,-1,67.51094023,0,Pocillopora,dead,none
2019-2020,901,546,-1,103.3082241,0,Pocillopora_dead,dead,none
2019-2020,902,549,-1,22.27110067,0,Pocillopora_dead,dead,none
2019-2020,903,554,-1,68.11082024,0,Pocillopora_dead,dead,none
2019-2020,905,558,-1,41.27618797,0,Pocillopora_dead,dead,none
2019-2020,906,559,-1,98.78468454,0,Pocillopora,dead,none
2019-2020,908,562,-1,95.55421962,0,Pocillopora,dead,none
2019-2020,911,576,-1,110.3201549,0,Pocillopora_dead,dead,none
2019-2020,493,581,-1,70.72363093,0,Pocillopora,dead,none
2019-2020,913,587,-1,13.31289258,0,Pocillopora,dead,none
2019-2020,504,596,-1,95.36759029,0,Pocillopora,dead,none
2019-2020,611,601,-1,67.88864246,0,Pocillopora,dead,none
2019-2020,501,605,-1,57.23299613,0,Pocillopora,dead,none
2019-2020,514,610,-1,69.31946736,0,Pocillopora,dead,none
2019-2020,916,612,-1,41.0229053,0,Pocillopora_dead,dead,none
2019-2020,917,614,-1,48.96798271,0,Pocillopora,dead,none
2019-2020,918,617,-1,20.60476732,0,Pocillopora,dead,none
2019-2020,784,618,-1,185.6028739,0,Pocillopora_dead,dead,none
2019-2020,786,623,-1,22.74656112,0,Pocillopora,dead,none
2019-2020,920,629,-1,34.58863679,0,Pocillopora_dead,dead,none
2019-2020,789,633,-1,113.8661122,0,Pocillopora_dead,dead,none
2019-2020,528,639,-1,91.53724536,0,Pocillopora,dead,none
2019-2020,795,648,-1,49.59896761,0,Pocillopora,dead,none
2019-2020,803,651,-1,127.1079079,0,Pocillopora_dead,dead,none
2019-2020,799,656,-1,64.56930642,0,Pocillopora,dead,none
2019-2020,556,665,-1,32.59792388,0,Pocillopora,dead,none
2019-2020,559,669,-1,62.02314906,0,Pocillopora,dead,none
2019-2020,617,670,-1,35.9483648,0,Pocillopora,dead,none
2019-2020,924,674,-1,46.39516402,0,Pocillopora_dead,dead,none
2019-2020,925,679,-1,28.90532918,0,Pocillopora,dead,none
2019-2020,558,681,-1,54.64684677,0,Pocillopora,dead,none
2019-2020,926,686,-1,71.54124516,0,Pocillopora_dead,dead,none
2019-2020,927,688,-1,352.2717573,0,Pocillopora_dead,dead,none
2019-2020,928,689,-1,83.76546662,0,Pocillopora_dead,dead,none
2019-2020,621,690,-1,68.1241509,0,Pocillopora,dead,none
2019-2020,558,691,-1,213.9260973,0,Pocillopora,dead,none
2019-2020,930,696,-1,28.58539317,0,Pocillopora_dead,dead,none
2019-2020,931,699,-1,42.88031154,0,Pocillopora_dead,dead,none
2019-2020,622,701,-1,111.0044624,0,Pocillopora,dead,none
2019-2020,576,702,-1,125.7837284,0,Pocillopora,dead,none
2019-2020,585,710,-1,67.77311001,0,Pocillopora,dead,none
2019-2020,587,715,-1,26.75020471,0,Pocillopora,dead,none
2019-2020,812,718,-1,48.82578893,0,Pocillopora,dead,none
2019-2020,811,719,-1,62.66302107,0,Pocillopora_dead,dead,none
2019-2020,937,720,-1,55.064541,0,Pocillopora_dead,dead,none
2019-2020,938,721,-1,27.79888383,0,Pocillopora_dead,dead,none
2019-2020,590,722,-1,85.96947019,0,Pocillopora,dead,none
2019-2020,114,724,-1,72.01226205,0,Acropora,dead,none
2019-2020,648,727,-1,24.40400736,0,Pocillopora,dead,none
2019-2020,942,731,-1,23.13759401,0,Pocillopora_dead,dead,none
2019-2020,943,732,-1,58.22390903,0,Pocillopora,dead,none
2019-2020,944,733,-1,47.59936759,0,Pocillopora_dead,dead,none
2019-2020,945,734,-1,19.50720908,0,Pocillopora,dead,none
2019-2020,100,0,2,945.0198566,1091.043981,Pocillopora,grow,none
2019-2020,0,1,3,315.248052,1448.847965,Pocillopora_dead,grow,fuse
2019-2020,814,3,5,339.4432123,1976.671273,Pocillopora_dead,grow,fuse
2019-2020,815,6,8,560.8255958,1116.327812,Pocillopora_dead,grow,fuse
2019-2020,814,8,5,416.7255313,1976.671273,Pocillopora_dead,grow,fuse
2019-2020,632,10,12,651.6474287,1951.294127,Pocillopora_dead,grow,fuse
2019-2020,815,12,8,231.5847872,1116.327812,Pocillopora_dead,grow,fuse
2019-2020,632,18,12,80.1039768,1951.294127,Pocillopora_dead,grow,fuse
2019-2020,632,19,12,108.7204749,1951.294127,Pocillopora_dead,grow,fuse
2019-2020,632,22,12,66.11122022,1951.294127,Pocillopora_dead,grow,fuse
2019-2020,818,23,26,226.9634894,266.5377956,Pocillopora_dead,grow,none
2019-2020,814,26,5,495.6697401,1976.671273,Pocillopora_dead,grow,fuse
2019-2020,0,27,3,491.6172174,1448.847965,Pocillopora_dead,grow,fuse
2019-2020,46,29,33,477.2467586,2059.676892,Pocillopora_dead,grow,fuse
2019-2020,46,31,33,196.2363024,2059.676892,Pocillopora_dead,grow,fuse
2019-2020,36,35,30,204.3413478,240.0897526,Pocillopora,grow,none
2019-2020,0,40,3,222.7509987,1448.847965,Pocillopora_dead,grow,fuse
2019-2020,44,43,40,322.1222326,377.4889353,Pocillopora,grow,fuse
2019-2020,58,46,49,340.7718354,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,636,49,47,225.7948343,290.5729878,Pocillopora,grow,none
2019-2020,592,51,48,74.97611364,87.28920621,Pocillopora,grow,none
2019-2020,0,55,3,50.78539695,1448.847965,Pocillopora_dead,grow,fuse
2019-2020,58,56,49,84.28091907,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,60,60,57,223.7952342,259.0148559,Pocillopora,grow,none
2019-2020,44,61,40,42.88919865,377.4889353,Pocillopora,grow,fuse
2019-2020,46,63,33,441.6138862,2059.676892,Pocillopora_dead,grow,fuse
2019-2020,59,64,61,104.2547015,153.4004264,Pocillopora,grow,none
2019-2020,46,66,33,133.3111116,2059.676892,Pocillopora_dead,grow,fuse
2019-2020,84,67,58,178.0488293,1310.306788,Pocillopora_dead,grow,fuse
2019-2020,68,70,64,289.3287922,333.7776789,Pocillopora,grow,none
2019-2020,58,72,49,362.4919352,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,58,75,49,221.6045613,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,58,76,49,116.5500198,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,645,77,73,78.40653856,278.0954837,Pocillopora_dead,grow,fuse
2019-2020,58,78,49,398.3469853,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,58,80,49,399.9066733,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,58,81,49,298.7357994,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,84,82,58,664.8670067,1310.306788,Pocillopora_dead,grow,fuse
2019-2020,90,83,109,277.402289,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,645,84,73,72.54993228,278.0954837,Pocillopora_dead,grow,fuse
2019-2020,825,88,81,18.4052073,38.63227239,Pocillopora,grow,none
2019-2020,46,90,33,172.6143608,2059.676892,Pocillopora_dead,grow,fuse
2019-2020,58,91,49,285.8761495,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,90,92,109,925.5037604,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,90,93,109,107.2629886,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,88,95,85,170.5658817,204.31913,Pocillopora,grow,none
2019-2020,58,97,49,466.7155318,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,46,99,33,51.58523696,2059.676892,Pocillopora_dead,grow,fuse
2019-2020,58,105,49,234.5086468,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,655,109,95,41.11177641,216.5788999,Pocillopora_dead,grow,fuse
2019-2020,58,111,49,337.6968949,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,655,113,95,61.40993839,216.5788999,Pocillopora_dead,grow,fuse
2019-2020,58,115,49,291.5239087,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,58,117,49,845.0309685,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,58,118,49,117.3276421,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,655,120,95,38.88555506,216.5788999,Pocillopora_dead,grow,fuse
2019-2020,116,122,104,309.3247924,347.9037421,Pocillopora,grow,none
2019-2020,90,123,109,577.6755587,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,831,125,113,1012.210861,1193.707889,Pocillopora_dead,grow,none
2019-2020,58,132,49,51.13199429,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,58,135,49,740.8651381,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,133,136,121,176.7735289,193.1480313,Pocillopora,grow,none
2019-2020,132,142,128,99.91779122,145.2287277,Pocillopora,grow,fuse
2019-2020,136,145,127,152.6894575,167.3620781,Pocillopora,grow,none
2019-2020,139,147,125,137.3014245,189.3621219,Pocillopora,grow,none
2019-2020,181,148,156,129.3030244,3200.408711,Pocillopora_dead,grow,fuse
2019-2020,58,149,49,351.3608284,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,90,151,109,707.8939555,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,669,154,135,93.87011205,122.3666341,Pocillopora,grow,none
2019-2020,132,155,128,56.97082635,145.2287277,Pocillopora,grow,fuse
2019-2020,150,157,139,155.9110353,208.6915888,Pocillopora,grow,none
2019-2020,58,158,49,38.59672394,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,181,160,156,750.7165008,3200.408711,Pocillopora_dead,grow,fuse
2019-2020,145,161,150,278.2687823,303.3615408,Pocillopora,grow,none
2019-2020,58,165,49,331.0093438,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,186,168,147,79.38412079,732.866738,Pocillopora_dead,grow,fuse
2019-2020,838,169,162,94.04341072,2345.486388,Pocillopora_dead,grow,fuse
2019-2020,839,173,164,95.14096895,161.0700034,Pocillopora_dead,grow,none
2019-2020,186,178,147,121.677883,732.866738,Pocillopora_dead,grow,fuse
2019-2020,682,180,146,516.9854763,581.8702752,Pocillopora_dead,grow,none
2019-2020,156,181,166,156.7419802,189.331017,Pocillopora,grow,none
2019-2020,61,186,172,250.7720603,269.2350338,Pocillopora,grow,none
2019-2020,90,188,109,1031.39369,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,186,189,147,325.237165,732.866738,Pocillopora_dead,grow,fuse
2019-2020,838,193,162,269.412776,2345.486388,Pocillopora_dead,grow,fuse
2019-2020,181,194,156,965.6512852,3200.408711,Pocillopora_dead,grow,fuse
2019-2020,58,195,49,87.76466666,10240.54714,Pocillopora_dead,grow,fuse
2019-2020,838,198,162,285.6273104,2345.486388,Pocillopora_dead,grow,fuse
2019-2020,90,199,109,851.4385756,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,156,202,185,100.5887681,127.6144733,Pocillopora,grow,none
2019-2020,187,203,182,145.1931792,172.0278115,Pocillopora,grow,none
2019-2020,189,204,187,227.9410716,293.7679043,Pocillopora,grow,none
2019-2020,677,205,184,27.8122145,142.5403765,Pocillopora_dead,grow,none
2019-2020,190,207,188,416.5211277,460.2057228,Pocillopora,grow,none
2019-2020,838,208,162,954.3424362,2345.486388,Pocillopora_dead,grow,fuse
2019-2020,191,209,200,212.588587,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,90,211,109,47.77710981,5779.395059,Pocillopora_dead,grow,fuse
2019-2020,195,217,198,60.41458194,68.51962735,Pocillopora,grow,none
2019-2020,181,223,156,519.9804328,3200.408711,Pocillopora_dead,grow,fuse
2019-2020,205,227,207,470.9546838,503.7836726,Pocillopora,grow,none
2019-2020,846,229,211,1131.635861,1967.299814,Pocillopora_dead,grow,fuse
2019-2020,191,232,200,127.0856902,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,191,233,200,288.1734678,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,848,236,210,208.1672492,218.6096049,Pocillopora_dead,grow,none
2019-2020,209,237,215,71.05245404,97.98484454,Pocillopora,grow,none
2019-2020,849,238,216,88.40009511,107.0141495,Pocillopora,grow,none
2019-2020,846,239,211,62.72078729,1967.299814,Pocillopora_dead,grow,fuse
2019-2020,846,241,211,525.997007,1967.299814,Pocillopora_dead,grow,fuse
2019-2020,191,246,200,449.2479147,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,838,249,162,69.75493581,2345.486388,Pocillopora_dead,grow,fuse
2019-2020,846,251,211,163.6028301,1967.299814,Pocillopora_dead,grow,fuse
2019-2020,694,253,225,98.34032898,112.1375691,Pocillopora,grow,none
2019-2020,853,254,238,291.2217469,891.4661245,Pocillopora_dead,grow,fuse
2019-2020,603,255,228,73.30978029,88.08460266,Pocillopora,grow,none
2019-2020,191,257,200,165.0958648,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,289,258,348,532.3957271,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,223,260,229,90.42635646,846.6884147,Pocillopora_dead,grow,fuse
2019-2020,697,262,235,46.94616491,134.0976209,Pocillopora,grow,fuse
2019-2020,223,265,229,229.6562841,846.6884147,Pocillopora_dead,grow,fuse
2019-2020,191,267,200,548.174793,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,697,270,235,39.61429817,134.0976209,Pocillopora,grow,fuse
2019-2020,284,272,240,384.5897372,736.3104936,Pocillopora,grow,fuse
2019-2020,853,273,238,83.85433773,891.4661245,Pocillopora_dead,grow,fuse
2019-2020,223,281,229,31.48703498,846.6884147,Pocillopora_dead,grow,fuse
2019-2020,191,283,200,1318.260753,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,253,284,257,830.2828074,2844.524343,Pocillopora_dead,grow,fuse
2019-2020,289,285,348,960.9277856,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,253,287,257,825.5726385,2844.524343,Pocillopora_dead,grow,fuse
2019-2020,289,288,348,53.87366809,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,289,290,348,31.23375231,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,289,291,348,1244.391084,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,284,293,240,272.9720641,736.3104936,Pocillopora,grow,fuse
2019-2020,289,300,348,204.9812198,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,255,301,264,132.4001827,151.5163588,Pocillopora,grow,none
2019-2020,289,303,348,214.6370661,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,289,307,348,853.024925,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,299,310,270,602.6838896,2487.035852,Pocillopora_dead,grow,fuse
2019-2020,263,313,268,26.34584115,93.69681338,Pocillopora,grow,fuse
2019-2020,269,315,274,149.0368548,167.9486275,Pocillopora,grow,none
2019-2020,191,320,200,162.8785305,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,276,321,281,105.8899299,113.0218367,Pocillopora,grow,none
2019-2020,253,322,257,731.5247842,2844.524343,Pocillopora_dead,grow,fuse
2019-2020,191,323,200,79.12195101,4949.027824,Pocillopora_dead,grow,fuse
2019-2020,299,324,270,235.2285028,2487.035852,Pocillopora_dead,grow,fuse
2019-2020,281,326,285,373.3564286,491.950484,Pocillopora,grow,none
2019-2020,286,327,289,240.6407535,269.6082925,Pocillopora,grow,none
2019-2020,289,328,348,905.0234126,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,605,331,288,37.25477015,230.407245,Pocillopora,grow,none
2019-2020,289,334,348,55.77995345,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,710,337,293,83.73880528,93.81234583,Pocillopora_dead,grow,none
2019-2020,291,338,297,124.2995808,156.8352949,Pocillopora,grow,none
2019-2020,294,344,302,195.8630437,218.2007977,Pocillopora,grow,none
2019-2020,289,355,348,837.4547062,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,309,357,319,231.2293028,280.4772295,Acropora,grow,none
2019-2020,295,360,322,86.37827731,110.48901,Pocillopora,grow,none
2019-2020,311,361,325,218.7295809,260.3523662,Pocillopora,grow,none
2019-2020,289,362,348,1357.328494,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,299,363,270,415.6946264,2487.035852,Pocillopora_dead,grow,fuse
2019-2020,289,365,348,200.4443496,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,313,366,328,183.8521129,240.3785837,Pocillopora,grow,none
2019-2020,314,367,330,491.9682583,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,869,368,323,46.83063247,153.764798,Pocillopora_dead,grow,none
2019-2020,299,369,270,471.6834269,2487.035852,Pocillopora_dead,grow,fuse
2019-2020,289,372,348,133.106708,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,320,374,329,362.2297654,473.0742598,Pocillopora,grow,none
2019-2020,379,377,334,771.192405,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,289,379,348,23.63082868,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,325,380,332,324.6195108,364.5448579,Pocillopora,grow,none
2019-2020,289,387,348,159.80359,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,379,391,334,208.2783381,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,289,393,348,327.8322015,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,289,394,348,579.781804,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,314,395,330,22.14668111,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,289,396,348,834.7352501,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,334,401,352,67.47983534,90.59521157,Pocillopora,grow,none
2019-2020,314,402,330,121.0602288,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,289,404,348,119.7893719,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,314,408,330,43.955652,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,379,411,334,41.8138582,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,350,414,362,338.9322034,387.3269674,Pocillopora,grow,none
2019-2020,723,415,364,86.52047109,101.9262784,Pocillopora,grow,none
2019-2020,379,416,334,364.3093494,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,289,417,348,833.1355701,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,314,418,330,190.5441077,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,344,420,366,342.8247581,391.1928608,Pocillopora,grow,none
2019-2020,364,421,353,312.4263942,366.6244419,Pocillopora_dead,grow,none
2019-2020,289,428,348,338.6389287,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,383,430,365,416.6277731,3822.346527,Pocillopora_dead,grow,fuse
2019-2020,383,431,365,193.3835397,3822.346527,Pocillopora_dead,grow,fuse
2019-2020,289,434,348,802.4661494,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,314,435,330,65.55133221,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,379,443,334,243.315774,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,314,444,330,357.1729991,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,314,445,330,589.4021019,2964.766958,Pocillopora_dead,grow,fuse
2019-2020,289,450,348,267.0221431,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,383,452,365,598.6047055,3822.346527,Pocillopora_dead,grow,fuse
2019-2020,379,453,334,116.7366492,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,379,455,334,330.0850842,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,383,456,365,696.9272603,3822.346527,Pocillopora_dead,grow,fuse
2019-2020,383,458,365,327.2278779,3822.346527,Pocillopora_dead,grow,fuse
2019-2020,379,459,334,903.5170473,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,289,461,348,564.6026181,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,403,466,400,138.2301276,184.451993,Pocillopora,grow,none
2019-2020,289,471,348,259.5125342,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,406,473,402,130.6894138,168.4862977,Pocillopora,grow,none
2019-2020,289,474,348,397.04058,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,383,480,365,34.08651501,3822.346527,Pocillopora_dead,grow,fuse
2019-2020,379,483,334,166.5800123,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,419,484,412,393.7168004,450.2877067,Acropora,grow,none
2019-2020,289,485,348,271.7678605,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,427,487,413,506.4409188,1056.677522,Pocillopora_dead,grow,fuse
2019-2020,746,491,416,38.43231238,62.84520685,Pocillopora,grow,none
2019-2020,383,493,365,157.1596745,3822.346527,Pocillopora_dead,grow,fuse
2019-2020,748,494,421,51.2608574,59.38367704,Pocillopora,grow,none
2019-2020,430,498,425,597.320518,687.6668904,Pocillopora,grow,none
2019-2020,749,499,451,176.6802142,1254.122471,Pocillopora_dead,grow,fuse
2019-2020,289,501,348,535.0707476,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,435,503,430,59.21037837,84.24092706,Pocillopora,grow,none
2019-2020,427,504,413,413.8638815,1056.677522,Pocillopora_dead,grow,fuse
2019-2020,435,506,428,171.192423,190.7573984,Pocillopora,grow,none
2019-2020,434,512,429,501.1930797,730.3916775,Pocillopora,grow,none
2019-2020,379,517,334,37.28143148,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,379,517,444,37.28143148,115.5591069,Pocillopora_dead,grow,fuse
2019-2020,446,518,448,450.5543201,507.5562513,Pocillopora,grow,none
2019-2020,749,520,451,54.81570188,1254.122471,Pocillopora_dead,grow,fuse
2019-2020,896,522,466,389.6331728,799.6089431,Pocillopora_dead,grow,fuse
2019-2020,453,523,447,327.0812406,447.5015974,Pocillopora,grow,fuse
2019-2020,379,524,334,21.96005178,4557.021792,Pocillopora_dead,grow,fuse
2019-2020,379,524,444,21.96005178,115.5591069,Pocillopora_dead,grow,fuse
2019-2020,749,527,451,371.3301673,1254.122471,Pocillopora_dead,grow,fuse
2019-2020,289,533,348,97.15389964,20383.2694,Pocillopora_dead,grow,fuse
2019-2020,896,534,466,284.711938,799.6089431,Pocillopora_dead,grow,fuse
2019-2020,463,537,468,266.0001253,300.979795,Pocillopora,grow,none
2019-2020,466,541,479,93.27023204,126.5613506,Pocillopora,grow,none
2019-2020,896,543,466,59.04152326,799.6089431,Pocillopora_dead,grow,fuse
2019-2020,762,544,502,352.7783226,2526.978973,Pocillopora_dead,grow,fuse
2019-2020,471,547,483,297.7359994,361.6032241,Acropora,grow,none
2019-2020,767,550,515,376.1292073,689.2443527,Pocillopora_dead,grow,fuse
2019-2020,473,552,490,333.4310816,363.8427761,Pocillopora,grow,none
2019-2020,453,553,447,141.7005445,447.5015974,Pocillopora,grow,fuse
2019-2020,762,556,502,66.37783355,2526.978973,Pocillopora_dead,grow,fuse
2019-2020,907,560,495,453.6337041,619.8315706,Pocillopora_dead,grow,none
2019-2020,909,563,507,207.349635,236.9437153,Pocillopora_dead,grow,none
2019-2020,473,564,500,391.2461835,420.5558762,Pocillopora,grow,none
2019-2020,762,566,502,117.518715,2526.978973,Pocillopora_dead,grow,fuse
2019-2020,762,569,502,376.0181184,2526.978973,Pocillopora_dead,grow,fuse
2019-2020,767,570,515,67.3243109,689.2443527,Pocillopora_dead,grow,fuse
2019-2020,490,572,512,176.7913031,201.51969,Pocillopora,grow,none
2019-2020,503,577,522,106.9474962,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,486,578,523,474.2518021,564.1804803,Pocillopora,grow,none
2019-2020,767,579,515,109.0359673,689.2443527,Pocillopora_dead,grow,fuse
2019-2020,503,580,522,239.6009615,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,503,583,522,196.1740926,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,498,584,525,424.3817776,582.1324449,Pocillopora,grow,none
2019-2020,496,585,527,132.7912156,146.7573108,Pocillopora,grow,none
2019-2020,503,589,522,11.24663922,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,503,589,532,11.24663922,84.77859729,Pocillopora_dead,grow,split
2019-2020,782,591,576,140.6651961,2475.864753,Pocillopora_dead,grow,fuse
2019-2020,774,593,534,65.99124422,785.691727,Pocillopora_dead,grow,fuse
2019-2020,499,594,535,386.3849336,416.6944264,Pocillopora,grow,none
2019-2020,495,595,530,262.2097724,469.6393914,Pocillopora,grow,none
2019-2020,762,597,502,280.8860366,2526.978973,Pocillopora_dead,grow,fuse
2019-2020,914,599,541,40.56966263,50.61209828,Pocillopora,grow,none
2019-2020,508,600,542,70.60809848,75.20717853,Pocillopora,grow,none
2019-2020,782,602,576,88.99553156,2475.864753,Pocillopora_dead,grow,fuse
2019-2020,782,603,576,345.335367,2475.864753,Pocillopora_dead,grow,fuse
2019-2020,503,606,522,42.26710087,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,915,607,551,86.21386575,182.6079174,Pocillopora_dead,grow,none
2019-2020,783,608,543,75.37159009,471.4879105,Pocillopora_dead,grow,none
2019-2020,774,609,534,22.27998778,785.691727,Pocillopora_dead,grow,fuse
2019-2020,503,611,522,247.2483207,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,782,613,576,568.5840439,2475.864753,Pocillopora_dead,grow,fuse
2019-2020,503,615,522,543.535721,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,519,619,554,272.0789094,301.0686661,Pocillopora,grow,none
2019-2020,774,622,534,153.1293695,785.691727,Pocillopora_dead,grow,fuse
2019-2020,787,624,559,66.67555178,79.80625858,Pocillopora_dead,grow,none
2019-2020,919,625,560,35.6684208,49.46566094,Pocillopora,grow,none
2019-2020,614,626,565,64.80481487,82.59681149,Pocillopora,grow,none
2019-2020,785,627,558,23.3686589,34.97078257,Pocillopora,grow,none
2019-2020,526,628,561,96.66066497,134.5108716,Pocillopora,grow,none
2019-2020,774,631,534,37.2903186,785.691727,Pocillopora_dead,grow,fuse
2019-2020,616,632,566,265.8579315,292.0615789,Pocillopora,grow,none
2019-2020,613,635,75,44.63995956,82.77011016,Pocillopora,grow,none
2019-2020,532,636,570,57.81065836,81.97027015,Pocillopora,grow,none
2019-2020,762,638,502,346.3840461,2526.978973,Pocillopora_dead,grow,fuse
2019-2020,535,640,571,231.167093,322.157781,Pocillopora,grow,none
2019-2020,782,642,576,628.7720045,2475.864753,Pocillopora_dead,grow,fuse
2019-2020,782,644,576,76.84685055,2475.864753,Pocillopora_dead,grow,fuse
2019-2020,155,645,63,201.2264153,241.3917144,Pocillopora,grow,none
2019-2020,921,647,579,224.8661311,509.5958433,Pocillopora_dead,grow,fuse
2019-2020,545,649,578,87.6802391,110.5112278,Pocillopora,grow,none
2019-2020,540,652,582,66.613342,86.61822931,Pocillopora,grow,none
2019-2020,503,653,522,291.6661025,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,798,654,585,34.44199946,44.31113644,Pocillopora,grow,none
2019-2020,503,655,522,25.71485626,4013.450523,Pocillopora_dead,grow,fuse
2019-2020,800,657,584,59.95245216,76.30029321,Pocillopora,grow,none
2019-2020,549,659,586,152.5605944,162.234215,Pocillopora,grow,none
2019-2020,921,661,579,266.3511662,509.5958433,Pocillopora_dead,grow,fuse
2019-2020,551,662,587,634.3442232,735.6839522,Pocillopora,grow,none
2019-2020,546,663,591,65.35581576,112.968514,Pocillopora,grow,none
2019-2020,923,664,589,14.65928992,1007.594007,Pocillopora_dead,grow,fuse
2019-2020,560,671,596,160.6078736,210.8511568,Pocillopora,grow,none
